 nom,prenom,code,Classe,M1,M2,M3,M4,S1,S2,S3,S4
A,Etienne,1531,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1532,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1533,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1534,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1535,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1536,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1537,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1538,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1539,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1540,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1541,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1542,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1543,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1544,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1545,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1546,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1547,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1548,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1549,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1550,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1551,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1552,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1553,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1554,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1555,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1556,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1557,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1558,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1559,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1560,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1561,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1562,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1563,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1564,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1565,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1566,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1567,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1568,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1569,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1570,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1571,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1572,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1573,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1574,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1575,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1576,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1577,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1578,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1579,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1580,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1581,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1582,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1583,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1584,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1585,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1586,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1587,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1588,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1589,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1590,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1591,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1592,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1593,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1594,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1595,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1596,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1597,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1598,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1599,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1600,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1601,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1602,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1603,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1604,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1605,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1606,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1607,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1608,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1609,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1610,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1611,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1612,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1613,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1614,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1615,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1616,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1617,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1618,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1619,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1620,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1621,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1622,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1623,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1624,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1625,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1626,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1627,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1628,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1629,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1630,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1631,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1632,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1633,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1634,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1635,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1636,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1637,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1638,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1639,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1640,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1641,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1642,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1643,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1644,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1645,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1646,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1647,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1648,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1649,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1650,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1651,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1652,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1653,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1654,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1655,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1656,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1657,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1658,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1659,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1660,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1661,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1662,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1663,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1664,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1665,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1666,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1667,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1668,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1669,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1670,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1671,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1672,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1673,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1674,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1675,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1676,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1677,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1678,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1679,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1680,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1681,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1682,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1683,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1684,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1685,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1686,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1687,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1688,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1689,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1690,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1691,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1692,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1693,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1694,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1695,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1696,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1697,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1698,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1699,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1700,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1701,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1702,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1703,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1704,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1705,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1706,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1707,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1708,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1709,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1710,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1711,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
